Brand,Force,Year,EngineV,Price_euro
Renault,3.36,1989,1.6,2300
Toyota,3.43,1989,1.6,2700
Renault,3.16,1988,1.6,1450
Renault,3.45,1988,1.6,2850
Renault,3.28,1988,1.6,1900
Audi,3.38,1987,1.6,2411
Renault,3.28,1987,1.6,1900
Renault,3.34,1986,1.6,2200
Renault,3.49,1986,1.6,3100
Audi,3.3,1986,1.6,1999
Toyota,3.24,1985,1.6,1750
BMW,3.34,1985,1.6,2200
Renault,3.11,1984,1.6,1300
Renault,3.28,1984,1.6,1899
Renault,3.4,1984,1.6,2500
Renault,3.11,1980,1.6,1297
Audi,2.78,1980,1.6,600
Audi,4.1,2007,1.7,12700
Audi,3.83,2003,1.7,6800
Audi,3.54,2002,1.7,3500
Audi,3.4,2001,1.7,2499
Audi,3.5,2001,1.7,3150
Audi,3.3,2001,1.7,1990
Audi,3.41,1999,1.7,2600
Renault,3.08,1988,1.7,1200
Renault,3.13,1986,1.7,1350
Renault,3.4,1994,1.79,2500
Toyota,4.4,2016,1.8,24842
Toyota,4.38,2015,1.8,23900
Audi,4.63,2015,1.8,43000
Audi,4.59,2015,1.8,39000
Renault,4,2015,1.8,10000
Audi,4.6,2014,1.8,39900
Audi,4.53,2014,1.8,33900
Audi,4.45,2014,1.8,28500
Audi,4.41,2014,1.8,26000
Audi,4.5,2014,1.8,31700
Audi,4.53,2014,1.8,33500
Audi,4.46,2014,1.8,28950
Toyota,4.28,2014,1.8,18950
Renault,4.41,2014,1.8,25999
Audi,4.45,2013,1.8,28000
Audi,4.4,2013,1.8,24950
Audi,4.37,2013,1.8,23700
Audi,4.29,2013,1.8,19600
Audi,4.29,2013,1.8,19600
Audi,4.29,2013,1.8,19600
Renault,4.29,2013,1.8,19500
Audi,4.59,2012,1.8,38600
Audi,4.47,2012,1.8,29500
Toyota,4.24,2012,1.8,17500
Audi,4.39,2012,1.8,24300
Renault,4.38,2012,1.8,24000
Renault,4.24,2012,1.8,17400
Audi,4.45,2012,1.8,28500
Renault,4.24,2012,1.8,17500
Renault,4.26,2012,1.8,17999
Renault,4.38,2012,1.8,23999
Toyota,4.27,2012,1.8,18800
Audi,4.4,2012,1.8,24900
Renault,4.31,2012,1.8,20600
Renault,4.28,2012,1.8,19000
Renault,4.25,2012,1.8,17650
Renault,4.25,2012,1.8,17900
Renault,4.37,2012,1.8,23300
Renault,4.28,2012,1.8,18999
Audi,4.38,2012,1.8,23900
Audi,4.33,2012,1.8,21500
Audi,4.33,2012,1.8,21500
Audi,4.25,2012,1.8,17800
Audi,4.25,2012,1.8,17800
Audi,4.25,2012,1.8,17800
Audi,4.35,2012,1.8,22500
Renault,4.34,2011,1.8,22000
Audi,4.45,2011,1.8,28500
Toyota,4.2,2011,1.8,15700
Renault,4.27,2011,1.8,18500
Renault,4.28,2011,1.8,18900
Audi,4.39,2011,1.8,24500
Renault,4.29,2011,1.8,19500
Toyota,4.2,2011,1.8,16000
Renault,4.3,2011,1.8,20000
Renault,4.23,2011,1.8,16999
Audi,4.31,2011,1.8,20500
Renault,4.3,2011,1.8,19999
Renault,4.2,2011,1.8,15700
Renault,4.2,2011,1.8,15700
Audi,4.34,2011,1.8,22000
Audi,4.31,2011,1.8,20500
Audi,4.31,2011,1.8,20500
Audi,4.31,2011,1.8,20400
Audi,4.31,2011,1.8,20400
Audi,4.31,2011,1.8,20400
Audi,4.31,2011,1.8,20300
Audi,4.31,2011,1.8,20300
Audi,4.31,2011,1.8,20300
Audi,4.37,2010,1.8,23200
Toyota,4.17,2010,1.8,14900
Renault,4.13,2010,1.8,13500
Renault,4.22,2010,1.8,16500
Renault,4.25,2010,1.8,17900
Renault,4.2,2010,1.8,15900
Audi,4.29,2009,1.8,19300
Toyota,3.95,2009,1.8,8900
Toyota,4.11,2009,1.8,12900
Toyota,4.15,2008,1.8,14000
Toyota,4.07,2008,1.8,11800
Audi,4.27,2008,1.8,18500
Audi,4.27,2008,1.8,18800
Audi,4.24,2008,1.8,17500
Audi,4.26,2008,1.8,18000
Renault,4.02,2008,1.8,10500
Renault,4.03,2008,1.8,10800
Audi,4.24,2008,1.8,17300
Audi,4.36,2008,1.8,23000
Renault,4.03,2008,1.8,10600
Toyota,4.02,2008,1.8,10500
Audi,4.23,2008,1.8,16800
Renault,4.12,2008,1.8,13300
Renault,4.04,2008,1.8,10900
Renault,3.98,2008,1.8,9599
Toyota,4,2008,1.8,9950
Audi,4.24,2008,1.8,17499
Toyota,3.97,2008,1.8,9400
Renault,4.08,2008,1.8,12000
Toyota,4.04,2008,1.8,11000
Renault,4.11,2008,1.8,12900
Renault,4.06,2008,1.8,11500
Audi,4.24,2008,1.8,17300
Toyota,4.03,2008,1.8,10600
Audi,4.3,2007,1.8,19900
Audi,4.06,2007,1.8,11500
Toyota,3.97,2007,1.8,9300
Toyota,4.03,2007,1.8,10700
Audi,4.1,2007,1.8,12500
Toyota,3.94,2007,1.8,8800
Toyota,3.99,2007,1.8,9800
Toyota,4.01,2007,1.8,10200
Audi,4.11,2007,1.8,12800
Audi,4.13,2006,1.8,13400
Renault,3.61,2006,1.8,4100
Toyota,3.9,2006,1.8,7899
Toyota,3.97,2006,1.8,9300
Audi,4.04,2006,1.8,10999
Audi,4.03,2006,1.8,10800
Renault,4.01,2006,1.8,10200
Audi,4,2005,1.8,10000
Audi,4.08,2005,1.8,11900
Toyota,3.95,2005,1.8,8888
Renault,3.9,2005,1.8,7990
Audi,4.11,2005,1.8,13000
Renault,3.88,2005,1.8,7500
Audi,4.18,2004,1.8,15000
Toyota,3.78,2004,1.8,6000
Renault,3.89,2004,1.8,7700
BMW,4,2004,1.8,9999
Audi,3.79,2004,1.8,6200
Audi,4.02,2004,1.8,10399
Toyota,3.9,2003,1.8,7900
Toyota,3.95,2003,1.8,9000
Audi,3.79,2003,1.8,6200
Audi,3.94,2003,1.8,8800
Renault,3.92,2003,1.8,8400
Audi,3.92,2003,1.8,8400
Audi,4.01,2003,1.8,10250
Audi,3.9,2003,1.8,7900
Audi,4.02,2003,1.8,10500
Renault,3.88,2003,1.8,7650
BMW,3.36,2002,1.8,2300
Renault,3.89,2002,1.8,7800
Renault,3.88,2002,1.8,7500
Renault,3.85,2002,1.8,6999
Renault,3.84,2002,1.8,6900
Renault,3.84,2002,1.8,6900
Audi,3.93,2001,1.8,8600
Audi,4.11,2001,1.8,13000
Toyota,3.3,2001,1.8,1999
Renault,3.87,2001,1.8,7400
BMW,3.79,2001,1.8,6100
Toyota,3.85,2001,1.8,7000
Renault,3.76,2001,1.8,5700
Audi,4.04,2000,1.8,11000
BMW,3.4,2000,1.8,2499
Toyota,3.72,2000,1.8,5300
Toyota,3.99,2000,1.8,9800
Audi,3.81,2000,1.8,6400
Renault,3.78,2000,1.8,6000
Renault,3.76,1999,1.8,5700
BMW,3.36,1999,1.8,2299
Renault,3.15,1999,1.8,1400
Audi,3.29,1999,1.8,1950
Renault,3.78,1999,1.8,5999
Renault,3.79,1999,1.8,6200
Renault,3.22,1998,1.8,1650
Renault,3.63,1998,1.8,4300
Renault,3.84,1998,1.8,6900
Audi,3.82,1998,1.8,6600
BMW,3.95,1997,1.8,8999
Renault,3.57,1997,1.8,3750
Audi,3.41,1997,1.8,2600
Renault,3.72,1997,1.8,5300
Renault,3.64,1997,1.8,4400
Audi,3.72,1997,1.8,5300
Renault,3.66,1996,1.8,4600
Audi,3.67,1996,1.8,4700
Renault,3.65,1996,1.8,4500
Renault,3.18,1996,1.8,1500
Audi,3.29,1996,1.8,1950
BMW,3.6,1996,1.8,3999
Toyota,3.65,1996,1.8,4500
Audi,3.72,1996,1.8,5200
BMW,3.15,1996,1.8,1400
BMW,3.35,1996,1.8,2222
Renault,3.6,1996,1.8,3950
Renault,3.69,1996,1.8,4950
Renault,3.56,1996,1.8,3650
Audi,3.6,1996,1.8,4000
BMW,3.77,1996,1.8,5900
Audi,3.78,1995,1.8,6000
BMW,3.95,1995,1.8,8900
Audi,3.22,1995,1.8,1650
BMW,3.22,1995,1.8,1650
Audi,3.7,1995,1.8,5000
Audi,3.59,1995,1.8,3900
Renault,3.53,1994,1.8,3400
Renault,3.19,1994,1.8,1550
BMW,3.28,1994,1.8,1900
Renault,3.18,1994,1.8,1500
Renault,3.57,1994,1.8,3750
BMW,3.7,1994,1.8,5000
Renault,3.56,1994,1.8,3600
Renault,3.61,1993,1.8,4100
Renault,3.49,1993,1.8,3100
Renault,3.54,1993,1.8,3500
BMW,3.72,1993,1.8,5300
Audi,3.15,1993,1.8,1400
Audi,3.63,1993,1.8,4300
Toyota,3.51,1993,1.8,3250
BMW,3.58,1992,1.8,3800
Renault,3.16,1992,1.8,1450
Toyota,3.62,1992,1.8,4200
Renault,3.54,1991,1.8,3500
Renault,3.53,1991,1.8,3399
Renault,3.48,1991,1.8,3000
Toyota,3.34,1991,1.8,2199
Toyota,3.36,1991,1.8,2300
Renault,3.52,1991,1.8,3300
Toyota,3.19,1990,1.8,1550
Audi,3.54,1990,1.8,3500
Renault,3.41,1990,1.8,2600
Renault,3.51,1990,1.8,3200
Toyota,3.4,1990,1.8,2500
Renault,3.49,1990,1.8,3100
Renault,3.46,1989,1.8,2900
Toyota,3.2,1989,1.8,1599
Renault,3.52,1989,1.8,3300
Toyota,3.46,1989,1.8,2900
Renault,3.56,1989,1.8,3600
Renault,3.43,1989,1.8,2700
Toyota,3.36,1989,1.8,2300
Renault,3.18,1988,1.8,1500
Audi,3.48,1988,1.8,3000
Renault,3.16,1987,1.8,1450
Renault,3.34,1987,1.8,2200
Renault,3.42,1987,1.8,2650
BMW,3.45,1987,1.8,2800
Audi,3.52,1987,1.8,3300
Toyota,3.07,1986,1.8,1180
Audi,3.27,1985,1.8,1853
Renault,3.98,2010,1.9,9600
Renault,4.03,2010,1.9,10799
Renault,4.02,2010,1.9,10500
Renault,4.05,2010,1.9,11300
Renault,4.03,2010,1.9,10700
Renault,3.86,2010,1.9,7200
Renault,3.95,2010,1.9,8900
Renault,4.09,2010,1.9,12300
Renault,3.99,2010,1.9,9750
Renault,3.95,2009,1.9,8900
Renault,4.11,2009,1.9,13000
Renault,3.96,2009,1.9,9200
Renault,3.99,2009,1.9,9750
Renault,3.99,2009,1.9,9800
Renault,4.04,2009,1.9,11000
Renault,3.95,2009,1.9,9000
Renault,4.04,2009,1.9,10900
Renault,4.07,2009,1.9,11800
Renault,4.11,2009,1.9,12999
Renault,4.01,2008,1.9,10300
Renault,4.01,2008,1.9,10200
Renault,3.95,2008,1.9,8900
Renault,3.89,2008,1.9,7700
Renault,4.1,2008,1.9,12500
Renault,4.06,2008,1.9,11500
Renault,4.04,2008,1.9,11000
Renault,4.07,2008,1.9,11800
Renault,3.99,2008,1.9,9800
Renault,4,2008,1.9,10000
Renault,3.93,2008,1.9,8500
Renault,4,2008,1.9,9900
Renault,3.82,2008,1.9,6600
Renault,3.86,2008,1.9,7200
Renault,4.11,2008,1.9,12900
Renault,3.88,2008,1.9,7500
Renault,3.95,2007,1.9,8999
Renault,3.62,2007,1.9,4200
Renault,4.07,2007,1.9,11800
Renault,4.1,2007,1.9,12500
Renault,4.01,2007,1.9,10300
Renault,3.82,2007,1.9,6650
Renault,3.96,2007,1.9,9200
Renault,4.03,2006,1.9,10700
Renault,3.89,2006,1.9,7700
Renault,3.9,2006,1.9,7900
Renault,4.14,2006,1.9,13900
Renault,3.95,2006,1.9,8900
Renault,3.88,2006,1.9,7600
Renault,3.98,2006,1.9,9500
Renault,3.81,2006,1.9,6500
Renault,4,2006,1.9,9900
Renault,3.94,2006,1.9,8800
Renault,3.98,2006,1.9,9500
Renault,3.84,2006,1.9,6950
Renault,3.89,2006,1.9,7700
Renault,3.88,2006,1.9,7500
Renault,3.94,2006,1.9,8800
Renault,3.9,2006,1.9,7900
Renault,3.54,2006,1.9,3500
Renault,3.85,2006,1.9,7000
Renault,3.78,2005,1.9,6000
Renault,3.91,2005,1.9,8100
Renault,3.87,2005,1.9,7400
Renault,3.95,2005,1.9,8900
Renault,3.97,2005,1.9,9300
Renault,3.97,2005,1.9,9400
Renault,3.9,2005,1.9,8000
Renault,3.94,2005,1.9,8800
Renault,3.91,2005,1.9,8100
Renault,3.6,2005,1.9,4000
Renault,3.93,2005,1.9,8500
Renault,3.94,2005,1.9,8800
Renault,3.89,2005,1.9,7800
Renault,4,2005,1.9,10000
Renault,3.86,2005,1.9,7300
Renault,3.77,2005,1.9,5900
Renault,3.72,2005,1.9,5200
Renault,3.92,2005,1.9,8400
Renault,3.95,2005,1.9,8900
Renault,3.77,2005,1.9,5900
Renault,3.99,2004,1.9,9750
Renault,3.26,2004,1.9,1800
Renault,3.94,2004,1.9,8700
Renault,3.95,2004,1.9,8899
Renault,3.83,2004,1.9,6700
Renault,3.87,2004,1.9,7450
Renault,3.92,2004,1.9,8300
Renault,3.4,2004,1.9,2499
Renault,3.89,2004,1.9,7750
Renault,3.98,2004,1.9,9600
Renault,3.91,2004,1.9,8200
Renault,3.81,2004,1.9,6500
Renault,3.9,2004,1.9,8000
Renault,3.49,2003,1.9,3100
Renault,3.4,2003,1.9,2500
Renault,3.34,2003,1.9,2200
Renault,3.52,2003,1.9,3300
Renault,3.33,2003,1.9,2150
Renault,3.93,2003,1.9,8500
Renault,3.9,2003,1.9,8000
Renault,3.48,2003,1.9,2999
Renault,3.94,2003,1.9,8800
Renault,3.37,2003,1.9,2350
Renault,3.51,2003,1.9,3250
Renault,3.46,2003,1.9,2900
Audi,3.63,2003,1.9,4300
Renault,3.61,2003,1.9,4100
Renault,3.37,2003,1.9,2350
Renault,3.61,2002,1.9,4100
Renault,3.89,2002,1.9,7800
Renault,3.36,2002,1.9,2300
Renault,3.89,2002,1.9,7800
Renault,3.54,2002,1.9,3500
Audi,3.7,2002,1.9,4999
Renault,3.89,2002,1.9,7700
Renault,3.94,2002,1.9,8700
Audi,3.99,2002,1.9,9800
Renault,3.89,2002,1.9,7750
Renault,3.32,2002,1.9,2100
Audi,3.56,2002,1.9,3650
Renault,3.76,2002,1.9,5700
Renault,3.86,2002,1.9,7200
Renault,3.89,2002,1.9,7700
Audi,3.57,2002,1.9,3700
Audi,3.59,2002,1.9,3900
Renault,3.61,2002,1.9,4100
Renault,3.44,2001,1.9,2750
Renault,3.56,2001,1.9,3600
BMW,3.51,2001,1.9,3200
Renault,3.57,2001,1.9,3700
Renault,3.54,2001,1.9,3450
Renault,3.59,2001,1.9,3900
Renault,3.86,2001,1.9,7300
Renault,3.9,2001,1.9,7900
Renault,3.49,2001,1.9,3100
Renault,3.32,2001,1.9,2100
BMW,3.95,2001,1.9,8999
Renault,3.3,2001,1.9,1999
Audi,3.48,2001,1.9,3000
Renault,3.48,2001,1.9,3000
Renault,3.78,2001,1.9,6000
Renault,3.29,2001,1.9,1950
Renault,3.81,2001,1.9,6500
Renault,3.52,2001,1.9,3300
Renault,3.37,2000,1.9,2350
Renault,3.6,2000,1.9,4000
Renault,3.56,2000,1.9,3600
BMW,3.45,2000,1.9,2850
Audi,3.32,2000,1.9,2100
Renault,3.52,2000,1.9,3300
Renault,3.54,2000,1.9,3500
Renault,3.27,2000,1.9,1850
Renault,3.34,2000,1.9,2200
BMW,3.93,2000,1.9,8500
Renault,3.41,2000,1.9,2600
Renault,3.43,2000,1.9,2700
BMW,3.58,2000,1.9,3800
BMW,3.57,2000,1.9,3700
Renault,3.38,2000,1.9,2400
Audi,3.48,1999,1.9,3000
Renault,3.36,1999,1.9,2300
Renault,3.46,1999,1.9,2900
Renault,3.11,1999,1.9,1300
Renault,3.48,1999,1.9,3000
Renault,3.28,1999,1.9,1900
Renault,3.7,1999,1.9,4999
Renault,3.41,1999,1.9,2600
Renault,3.51,1999,1.9,3200
BMW,3.7,1998,1.9,5000
Renault,3.37,1998,1.9,2350
Renault,3.58,1998,1.9,3800
Renault,3.18,1998,1.9,1500
Renault,3.34,1998,1.9,2200
Renault,3.37,1998,1.9,2350
Renault,3.69,1998,1.9,4850
Audi,3.45,1998,1.9,2799
Renault,3.81,1998,1.9,6500
Renault,2.9,1997,1.9,800
Renault,3.53,1997,1.9,3350
Renault,3.26,1997,1.9,1800
Renault,3.81,1997,1.9,6500
Renault,3.78,1997,1.9,6000
Audi,3.32,1996,1.9,2100
Audi,3.6,1996,1.9,4000
Renault,3.26,1996,1.9,1800
Audi,3.32,1996,1.9,2099
Audi,3.85,1996,1.9,7000
Audi,3.24,1996,1.9,1750
Renault,3.67,1996,1.9,4700
Renault,3.65,1996,1.9,4500
BMW,3.65,1995,1.9,4500
Renault,3.66,1995,1.9,4600
Renault,3.74,1995,1.9,5500
Renault,3.69,1995,1.9,4900
Renault,3.08,1994,1.9,1199
Audi,3.13,1994,1.9,1350
Renault,3.57,1993,1.9,3700
Renault,3.6,1993,1.9,4000
Renault,3.48,1993,1.9,3000
Renault,3.68,1992,1.9,4800
Renault,3.48,1992,1.9,3000
Renault,3.34,1985,1.9,2200
Toyota,4.32,2016,2,20859
Toyota,4.36,2016,2,22712
Toyota,4.4,2016,2,25000
Toyota,4.45,2016,2,28500
Renault,4.46,2016,2,28900
Renault,4.54,2016,2,34899
Toyota,4.55,2016,2,35138
BMW,4.58,2016,2,37976
Renault,4.58,2016,2,38365
Renault,4.6,2016,2,39615
BMW,4.61,2016,2,40755
Audi,4.63,2016,2,43000
BMW,4.64,2016,2,43163
BMW,4.64,2016,2,43719
BMW,4.68,2016,2,47500
BMW,4.69,2016,2,48536
Audi,4.72,2016,2,52055
BMW,4.75,2016,2,56500
BMW,4.78,2016,2,60500
BMW,4.79,2016,2,62000
BMW,4.8,2016,2,62900
Audi,4.8,2016,2,63200
BMW,4.8,2016,2,63500
BMW,4.81,2016,2,64500
BMW,4.81,2016,2,65099
BMW,4.82,2016,2,65393
BMW,4.82,2016,2,65500
BMW,4.82,2016,2,66500
BMW,4.82,2016,2,66500
BMW,4.82,2016,2,66666
BMW,4.83,2016,2,67431
BMW,4.83,2016,2,67500
BMW,4.83,2016,2,67500
BMW,4.85,2016,2,69999
BMW,4.63,2016,2,42900
BMW,4.63,2016,2,42900
BMW,4.72,2016,2,52222
BMW,4.6,2016,2,39900
BMW,4.62,2016,2,42000
BMW,4.66,2016,2,46000
BMW,4.59,2016,2,39333
BMW,4.67,2016,2,47300
BMW,4.65,2016,2,45000
BMW,4.78,2016,2,59900
Renault,4.43,2015,2,27200
Renault,4.46,2015,2,28714
Renault,4.47,2015,2,29800
BMW,4.8,2015,2,63000
Renault,4.85,2015,2,69990
BMW,4.72,2015,2,52000
Renault,4.32,2015,2,20900
BMW,4.66,2015,2,45500
Renault,4.41,2015,2,25900
Renault,4.45,2015,2,28500
BMW,4.76,2015,2,58000
Renault,4.48,2014,2,30385
Renault,4.5,2014,2,31310
Renault,4.5,2014,2,31500
Renault,4.59,2014,2,38764
Renault,4.59,2014,2,39040
BMW,4.67,2014,2,47000
BMW,4.67,2014,2,47000
Renault,4.54,2014,2,35000
Toyota,4.32,2014,2,21000
Renault,4.49,2014,2,30900
BMW,4.55,2014,2,35500
BMW,4.56,2014,2,36500
BMW,4.62,2014,2,42000
BMW,4.67,2014,2,46800
Renault,4.23,2014,2,16950
Toyota,4.37,2014,2,23300
BMW,4.66,2014,2,45500
Renault,4.13,2014,2,13500
Audi,4.6,2014,2,39999
Audi,4.6,2014,2,39999
Audi,4.6,2014,2,39999
Renault,4.51,2014,2,32400
BMW,4.57,2014,2,37500
Renault,4.31,2014,2,20500
Audi,4.53,2014,2,33900
Renault,4.7,2014,2,49999
Renault,4,2014,2,10100
BMW,4.51,2014,2,32500
BMW,4.58,2014,2,38000
Renault,4.38,2014,2,23999
Renault,4.43,2014,2,27000
Audi,4.56,2014,2,35900
Renault,4.23,2014,2,16900
Renault,4.48,2014,2,29999
BMW,4.57,2013,2,36900
Toyota,4.42,2013,2,26500
Audi,4.49,2013,2,30650
BMW,4.54,2013,2,34400
BMW,4.45,2013,2,27900
Toyota,4.11,2013,2,12900
Audi,4.53,2013,2,33500
Toyota,4.3,2013,2,19800
Renault,4.28,2013,2,18900
Renault,4.36,2013,2,22900
BMW,4.54,2013,2,34500
BMW,4.57,2013,2,37500
BMW,4.43,2013,2,26800
Renault,4.36,2013,2,22900
Renault,4.45,2013,2,28500
Renault,4.74,2013,2,55555
Renault,4.74,2013,2,55555
Renault,4.35,2013,2,22200
Toyota,4.27,2013,2,18600
Toyota,4.27,2013,2,18700
Renault,4.74,2013,2,55555
Renault,4.74,2013,2,55555
Renault,4.43,2013,2,27000
Renault,4.32,2013,2,21000
BMW,4.38,2013,2,23900
Toyota,4.34,2013,2,21800
Renault,4.74,2013,2,55555
Renault,4.74,2013,2,55555
BMW,4.53,2013,2,33500
BMW,4.54,2013,2,34900
Toyota,4.3,2013,2,19800
Renault,4.48,2013,2,30000
Audi,4.53,2013,2,34000
Renault,4.06,2013,2,11500
BMW,4.48,2013,2,30500
Renault,4.32,2013,2,20700
Renault,4.11,2013,2,13000
Renault,4.36,2013,2,23000
Audi,4.59,2013,2,38500
Audi,4.5,2013,2,31500
Renault,4.43,2013,2,27000
Renault,4.34,2013,2,22000
Renault,4.14,2013,2,13700
Audi,4.51,2013,2,32000
Renault,3.6,2013,2,4000
Renault,4.02,2013,2,10450
Renault,4.08,2013,2,11999
Audi,4.49,2013,2,30999
Renault,4.26,2013,2,18000
Audi,4.49,2013,2,30900
Audi,4.53,2013,2,34000
Audi,4.53,2013,2,34000
Renault,4.06,2013,2,11400
Renault,4.13,2013,2,13500
Renault,4.13,2013,2,13500
Audi,4.44,2013,2,27500
Renault,4.13,2013,2,13499
Renault,4.16,2013,2,14499
Renault,4.17,2013,2,14899
Renault,4.54,2013,2,34500
Renault,4.01,2013,2,10299
Renault,4.19,2013,2,15500
Renault,4.31,2013,2,20500
Renault,4.2,2012,2,15900
BMW,4.4,2012,2,24999
Toyota,4.36,2012,2,22900
BMW,4.62,2012,2,41500
Toyota,4.28,2012,2,19000
Renault,4.3,2012,2,19999
Toyota,4.3,2012,2,20100
Renault,4.37,2012,2,23500
Renault,4.41,2012,2,25500
Renault,4.28,2012,2,18900
Audi,4.46,2012,2,28950
Renault,4.39,2012,2,24500
Toyota,4.04,2012,2,10888
Renault,4.34,2012,2,22000
Audi,4.49,2012,2,30900
BMW,4.48,2012,2,29999
Renault,4.1,2012,2,12499
Renault,4.4,2012,2,25200
BMW,4.46,2012,2,28900
BMW,4.41,2012,2,25999
Renault,4.08,2012,2,12000
Renault,4.32,2012,2,20900
Renault,4.15,2012,2,14200
BMW,4.19,2012,2,15500
Toyota,4.33,2012,2,21500
Renault,4.32,2012,2,21000
BMW,4.6,2012,2,39500
Renault,3.97,2012,2,9300
BMW,4.44,2012,2,27500
BMW,4.49,2012,2,31000
Renault,4.38,2012,2,24000
Audi,4.41,2012,2,26000
BMW,4.38,2012,2,24000
Audi,4.51,2012,2,32500
Renault,4.31,2012,2,20350
Renault,4.3,2012,2,19900
Audi,4.37,2012,2,23400
Renault,4.04,2012,2,10990
Renault,4.25,2012,2,17900
Renault,4.32,2012,2,20900
Renault,3.95,2012,2,8999
Renault,3.99,2012,2,9850
Renault,4.14,2012,2,13700
BMW,4.54,2012,2,34900
Renault,4.04,2012,2,10900
Audi,4.5,2012,2,31500
BMW,4.59,2012,2,38500
BMW,4.39,2012,2,24700
Renault,4.22,2012,2,16450
Renault,3.9,2012,2,7950
Renault,4.02,2012,2,10499
Renault,4.2,2012,2,15900
Renault,4.3,2012,2,19999
BMW,4.44,2012,2,27300
Renault,4.14,2012,2,13900
Renault,3.95,2012,2,9000
Renault,4.17,2012,2,14899
Renault,4.32,2012,2,20800
Renault,4,2012,2,10100
Renault,4.04,2012,2,10950
Renault,3.96,2012,2,9100
Renault,4.16,2012,2,14500
Renault,4.08,2012,2,11900
Renault,4.15,2012,2,13999
Renault,4.03,2012,2,10750
Renault,4.17,2012,2,14800
Renault,4.11,2012,2,12900
Renault,4.15,2012,2,13999
Renault,4.01,2012,2,10200
Renault,4.1,2012,2,12499
Renault,4.03,2012,2,10800
Renault,4.04,2012,2,10900
Renault,4,2012,2,10100
Renault,4.2,2012,2,15800
Renault,4.04,2012,2,10999
Renault,4.06,2012,2,11500
Renault,4.1,2012,2,12700
Audi,4.49,2011,2,30900
Audi,4.4,2011,2,25000
Audi,4.52,2011,2,33000
Renault,4.35,2011,2,22500
Renault,4.09,2011,2,12350
Renault,4.26,2011,2,18100
Audi,4.44,2011,2,27300
Audi,4.53,2011,2,33500
Audi,4.52,2011,2,33300
BMW,4.31,2011,2,20500
Renault,3.81,2011,2,6500
Toyota,4.32,2011,2,21000
Audi,4.44,2011,2,27500
Audi,4.19,2011,2,15500
Renault,4.36,2011,2,23000
Toyota,4.29,2011,2,19400
Renault,4.2,2011,2,16000
Toyota,4.23,2011,2,17000
Toyota,4.28,2011,2,18990
Toyota,4.28,2011,2,18999
BMW,4.25,2011,2,17700
Renault,3.81,2011,2,6500
BMW,4.24,2011,2,17500
Renault,4.14,2011,2,13700
Toyota,4.27,2011,2,18800
Renault,4.08,2011,2,11900
Renault,4.15,2011,2,14100
Renault,4.21,2011,2,16200
Toyota,4.26,2011,2,18300
Audi,4.36,2011,2,22800
Renault,4.27,2011,2,18500
Renault,4.03,2011,2,10650
Toyota,4.25,2011,2,17595
BMW,4.43,2011,2,26999
Renault,4.45,2011,2,28000
Renault,4.56,2011,2,35900
Renault,4.48,2011,2,30000
Renault,4.29,2011,2,19300
Renault,4.01,2011,2,10300
Renault,4.03,2011,2,10600
Renault,3.92,2011,2,8300
Renault,3.94,2011,2,8800
Renault,4.27,2011,2,18700
Audi,4.21,2011,2,16400
Renault,4.26,2011,2,18000
Renault,4.11,2011,2,12999
Renault,4.36,2011,2,22800
Renault,4.34,2011,2,21900
Renault,3.95,2011,2,8900
Renault,4.1,2011,2,12650
Renault,3.83,2011,2,6800
BMW,4.44,2011,2,27500
BMW,4.44,2011,2,27800
BMW,4.45,2011,2,28000
BMW,4.46,2011,2,29000
Renault,4.6,2011,2,40000
Audi,4.34,2011,2,21800
Renault,4.22,2011,2,16700
BMW,4.48,2011,2,29900
Renault,4.08,2011,2,11999
Renault,4.04,2011,2,10950
BMW,3.91,2011,2,8100
BMW,4.26,2011,2,18000
Audi,4.4,2011,2,25300
Renault,4.09,2011,2,12300
Renault,4.05,2011,2,11300
Renault,4.28,2011,2,19000
Renault,4.06,2011,2,11500
Audi,4.26,2011,2,18300
Renault,4.02,2011,2,10550
Renault,4.26,2011,2,18100
Renault,4.08,2011,2,12000
Renault,4.27,2011,2,18700
Renault,4.35,2011,2,22500
Renault,4.14,2011,2,13700
Renault,4.11,2011,2,12800
Renault,3.95,2010,2,9000
Audi,4.31,2010,2,20200
BMW,4.37,2010,2,23500
Audi,4.45,2010,2,28500
Toyota,4.28,2010,2,18900
Toyota,3.96,2010,2,9200
Audi,4.35,2010,2,22500
Renault,4.06,2010,2,11500
BMW,4.37,2010,2,23700
BMW,4.51,2010,2,32500
BMW,4.51,2010,2,32500
Renault,4.06,2010,2,11450
Renault,4.17,2010,2,14800
Audi,4.24,2010,2,17500
Audi,4.26,2010,2,18400
Renault,3.99,2010,2,9700
Renault,4.03,2010,2,10700
Renault,3.97,2010,2,9300
Renault,4.23,2010,2,17000
BMW,4.23,2010,2,17000
Renault,4.09,2010,2,12350
Audi,4.3,2010,2,19999
Renault,4.45,2010,2,28000
Renault,4.23,2010,2,16800
Audi,4.33,2010,2,21500
Audi,4.35,2010,2,22500
Renault,3.98,2010,2,9500
BMW,4.41,2010,2,25800
Renault,4.16,2010,2,14400
Renault,4.25,2010,2,17777
Renault,4.25,2010,2,17777
Renault,4.25,2010,2,17777
Toyota,4.26,2009,2,17999
Audi,4.26,2009,2,17999
Audi,4.25,2009,2,17700
