Customer_Age,Transaction_Count,Product_Category,Region,Repeat_Customer,Income_Level,Annual_Spend,Average_Discount_Utilized,Session_Duration_Minutes,Page_Views_per_Session,Ad_Clicks_per_Session,Products_Viewed_per_Session,Subscription_Status,Sales_Amount_ImputeMean,Customer_LT_ImputeMean
62,4,D,East,No,Low,3820.482432,20.58448915,21.24157594,3,2,2,Not_Subscribed,79.25507691,4813.769228
41,6,A,North,No,Medium,3670.494926,20.06172926,21.94200345,4,2,3,Subscribed,96.19322644,9048.30661
57,4,D,North,No,Low,2402.278866,17.2446467,40.10274587,4,4,3,Not_Subscribed,82.48763493,5621.908733
63,5,D,East,No,High,2059.358756,18.2164151,29.55638544,3,2,4,Subscribed,72.34400538,3086.001345
50,5,D,West,No,High,2289.255703,13.36106318,43.78467355,7,1,9,Subscribed,118.523551,14630.88774
34,4,D,East,No,Low,1689.243184,17.98281732,23.28487793,7,1,4,Not_Subscribed,138.1883328,19547.0832
41,5,A,West,No,Low,1423.998224,9.938897642,29.4522164,3,6,6,Subscribed,72.02864852,3007.162131
54,3,D,South,No,High,2673.678639,25.12935993,20.77587015,7,3,3,Not_Subscribed,111.2593847,12814.84618
19,4,C,East,No,Medium,1708.401902,9.644423867,30.07362681,8,0,7,Not_Subscribed,86.98714862,6746.787154
49,6,A,East,No,Low,1793.577492,7.124157247,15.21453063,3,2,2,Subscribed,90.25749232,7564.373081
41,6,D,South,Yes,High,3455.402286,15.90615066,25.12366579,4,5,5,Not_Subscribed,88.15212152,7038.030379
26,1,A,South,Yes,High,4858.417993,21.45768599,15.63746135,7,1,4,Subscribed,82.72018461,5680.046152
21,3,A,South,Yes,Medium,3216.367403,15.94292062,36.93923233,1,2,6,Subscribed,100.9704326,10242.60814
34,4,A,South,No,High,846.4076018,11.9188533,37.1658934,4,0,8,Subscribed,83.38099767,5845.249418
34,6,A,South,Yes,Low,840.1262623,18.9542796,12.6973727,2,3,1,Not_Subscribed,105.4091365,11352.28413
47,4,D,North,Yes,High,4781.404494,13.67505839,43.33885746,2,1,4,Subscribed,98.99523781,9748.809453
57,3,A,North,Yes,High,1837.808556,28.32169225,54.97415126,5,2,3,Not_Subscribed,95.22103906,8805.259766
28,14,C,South,Yes,High,914.3014374,28.06612849,30.46006387,6,2,5,Subscribed,81.84872676,5462.18169
38,5,A,South,Yes,High,3195.700642,17.5592955,23.5888574,5,3,4,Subscribed,88.46457339,7116.143347
38,4,A,South,No,Medium,3306.419502,13.19709985,58.24330591,4,3,1,Not_Subscribed,115.1078245,13776.95613
35,5,C,South,No,Low,3418.271691,23.42831035,16.81031502,5,1,4,Subscribed,110.0183438,12504.58594
46,5,D,West,No,High,1703.309125,5.917823587,30.20106467,7,1,4,Subscribed,80.4488951,5112.223776
41,7,C,West,Yes,Low,567.998079,16.86922515,31.79622273,4,1,2,Subscribed,100.91255216895318,10496.66153
27,7,B,South,Yes,Medium,4842.569163,13.40808486,43.4514762,2,0,6,Not_Subscribed,115.0277425,13756.93562
62,7,C,South,No,Low,1629.018706,28.01339713,33.59738975,9,5,2,Not_Subscribed,66.61189438,1652.973594
34,2,D,East,No,Medium,3542.118296,5.300075682,25.01366104,4,2,2,Subscribed,110.8672038,10193.947060490147
35,5,C,South,No,Low,3679.834414,18.82037189,20.4881563,3,2,2,Subscribed,86.74752482,6686.881205
59,3,A,South,Yes,Low,3245.033377,23.51658953,26.5817818,4,2,1,Not_Subscribed,111.4119734,12852.99334
37,7,D,North,No,High,1908.083274,17.12544969,19.93072639,4,2,2,Not_Subscribed,84.73481687,6183.704217
54,2,B,West,No,Low,1719.933142,7.135075754,30.4782532,6,1,2,Not_Subscribed,63.90235799,975.5894967
62,6,D,South,No,High,3189.507272,29.31153475,24.3580382,4,1,4,Subscribed,67.44915124,1862.287811
35,4,A,West,No,High,4397.430351,17.95026078,15.05962207,6,1,2,Subscribed,100.9616989,10240.42473
34,8,B,West,No,Low,4760.30178,20.35465611,42.55145788,9,0,4,Not_Subscribed,105.19445,11298.61251
26,5,D,East,Yes,High,976.5761198,10.91524457,25.02327477,3,4,4,Not_Subscribed,81.9136675,5478.416874
31,1,D,West,Yes,Low,1196.728757,17.08745213,17.31863195,3,3,5,Subscribed,112.7718492,13192.96229
46,2,A,West,No,High,4751.313165,15.7287373,28.31740866,8,2,5,Subscribed,66.76959875,1692.399689
48,3,C,South,Yes,High,3814.408528,6.87239605,30.68371566,6,5,4,Not_Subscribed,98.67840403,10193.947060490147
21,6,C,North,No,Medium,4473.472212,7.654008839,12.53533274,1,4,6,Not_Subscribed,75.779676,3944.919001
35,8,B,South,No,Medium,1411.846854,25.93681299,33.31647667,7,3,4,Subscribed,86.96327784,6740.819461
37,4,A,South,Yes,Low,3144.13642,10.99549881,19.52842431,5,3,2,Not_Subscribed,100.9479734,10236.99336
64,3,A,North,Yes,High,3655.128175,9.873956787,47.11028809,7,2,5,Subscribed,82.79173269,5697.933174
60,6,C,North,Yes,Medium,3560.503485,17.62278628,35.23960512,5,1,6,Subscribed,92.30888912,8077.222279
61,6,C,East,Yes,Medium,2336.682609,24.21867828,26.0010001,2,4,4,Subscribed,120.1258562,15031.46405
26,8,B,North,No,Medium,569.2770126,6.548662964,22.5483223,6,3,4,Not_Subscribed,100.91255216895318,7115.540652
30,6,C,South,Yes,High,3123.167256,19.42019799,28.95032292,7,2,6,Subscribed,116.7138422,14178.46056
32,6,B,North,No,Low,1638.956926,7.980261071,36.12790742,5,5,4,Not_Subscribed,77.40586291,4351.465727
44,5,D,North,No,High,2526.144108,5.911526271,29.74505871,6,3,3,Not_Subscribed,110.5960836,12649.02089
32,4,B,North,No,High,4809.114568,6.318598804,27.82841193,5,1,5,Subscribed,128.8313724,17207.8431
45,5,B,West,No,Medium,2295.658929,25.85410271,30.58370291,6,1,3,Not_Subscribed,50.56711,-2358.222501
54,5,B,East,No,High,4279.10723,7.949312091,23.96141069,3,3,1,Subscribed,84.06209489,6015.523723
36,6,D,West,Yes,High,1348.432726,6.12878411,26.56794073,4,0,2,Not_Subscribed,111.5414425,12885.36064
43,11,C,West,No,Medium,3526.072241,15.94749718,9.142075611,5,4,3,Subscribed,95.93909228,8984.77307
43,8,B,East,Yes,Medium,4896.531295,26.0998368,39.73726231,8,1,5,Subscribed,107.4229175,11855.72937
42,7,C,West,No,High,958.5189539,11.56020941,32.9879778,10,1,3,Subscribed,87.92029627,6980.074066
43,7,B,North,Yes,Medium,537.43974,15.54281544,22.26544156,5,2,4,Subscribed,100.91255216895318,10432.94894
43,4,C,East,Yes,Low,2451.122567,5.998063314,48.98734981,3,3,3,Subscribed,96.88645529,9221.613823
63,8,B,West,No,Low,916.8146737,16.22696285,30.8701648,7,2,3,Not_Subscribed,123.3556412,15838.91031
45,6,C,South,No,Low,3867.729574,19.44032702,19.63856428,2,2,4,Not_Subscribed,105.0884169,11272.10422
35,2,A,West,Yes,Low,4615.468987,19.27267634,38.56737421,6,2,5,Subscribed,106.7520532,11688.01331
49,4,D,South,No,Low,2453.094377,13.3106673,33.98048217,6,1,6,Not_Subscribed,91.76246068,7940.615169
20,0,B,North,No,Medium,1664.20239,12.88832952,33.94579985,6,1,5,Not_Subscribed,90.24787552,7561.96888
19,6,D,South,Yes,Medium,2454.814936,7.665590473,25.74244395,5,3,4,Subscribed,91.34883624,7837.209061
50,0,B,West,Yes,Low,3755.51518,14.16995802,34.50495724,0,0,5,Subscribed,107.8890428,11972.26071
59,7,A,West,No,Low,540.7437271,7.487366722,27.3824171,6,2,3,Subscribed,100.91255216895318,7895.077596
36,9,A,West,No,Low,3152.542953,24.16489862,35.55941452,4,3,6,Subscribed,105.7954971,11448.87428
34,7,D,East,No,Medium,3259.812582,29.15685744,10.95055546,6,4,1,Subscribed,141.508016,20377.00399
61,2,B,East,No,Medium,3369.597111,29.25186142,25.66126537,3,5,2,Not_Subscribed,117.4224941,14355.62352
50,4,C,West,Yes,High,1589.09936,26.62677748,47.22155098,6,0,4,Not_Subscribed,93.47952936,8369.882339
29,8,B,West,Yes,High,3713.237255,20.01980373,22.32932545,3,2,5,Not_Subscribed,124.0242784,16006.06961
20,5,C,North,No,High,911.2616885,22.52164243,23.96161703,5,2,3,Subscribed,91.83849254,7959.623135
60,5,D,East,Yes,High,1396.716514,12.13014507,25.52038662,2,1,4,Not_Subscribed,59.2375093,-190.6226759
43,6,D,East,Yes,Medium,4448.61521,20.7692605,17.85193864,4,0,2,Subscribed,79.83827378,4959.568445
52,2,A,East,Yes,Medium,3824.254178,16.39123874,7.917192238,7,1,4,Subscribed,62.58416158,646.0403949
25,4,C,South,Yes,Medium,561.8549931,17.05043349,27.69413601,6,3,5,Subscribed,100.91255216895318,8242.43258
53,7,B,West,Yes,Medium,1617.693172,23.94441401,31.35859424,7,1,6,Subscribed,100.3683676,10092.0919
24,3,A,North,Yes,Low,1464.829173,12.04795889,29.47494931,6,2,4,Not_Subscribed,133.5287462,18382.18656
63,6,D,North,Yes,High,1718.628476,12.95099029,28.55121438,2,0,7,Subscribed,106.5385475,11634.63687
63,2,A,West,No,Medium,1614.018966,28.11604478,30.43040871,0,2,4,Not_Subscribed,95.61798942,8904.497356
53,8,B,West,No,Medium,781.3683308,6.405607371,40.22841472,4,4,2,Subscribed,116.5881116,14147.02791
33,10,B,North,Yes,High,2565.232325,17.14085746,28.09553814,5,1,1,Not_Subscribed,55.77729382,-1055.676545
41,5,D,South,Yes,Medium,3797.300637,27.82002001,24.25917423,2,2,2,Not_Subscribed,104.7122912,11178.07279
18,4,A,North,Yes,Low,3230.292761,20.2590752,27.18874515,3,2,2,Subscribed,115.4173039,13854.32597
42,4,C,South,Yes,Medium,3527.922509,18.66017686,35.7934676,6,1,2,Not_Subscribed,70.42827508,2607.068771
27,8,C,South,Yes,High,865.1713034,11.24360448,44.12026879,9,4,2,Not_Subscribed,122.8750809,15718.77022
33,9,C,East,No,Low,4781.708196,13.58188723,23.71856261,6,1,3,Subscribed,106.7699281,11692.48204
33,7,B,West,Yes,Low,4273.213252,26.3012104,30.98933787,4,1,6,Not_Subscribed,91.69424172,7923.56043
25,7,A,East,No,High,4122.906433,18.98045329,33.38357442,2,1,2,Not_Subscribed,112.6556373,13163.90933
46,3,C,South,No,High,4203.427123,17.86855484,20.07421993,6,3,9,Not_Subscribed,145.4138572,21353.46429
56,8,A,North,Yes,Low,4697.197287,7.489492839,30.20417167,7,3,3,Subscribed,103.6373251,10909.33128
45,7,D,East,Yes,Medium,2949.142848,5.400703911,15.34326143,2,3,3,Subscribed,104.9644117,11241.10293
23,2,C,North,Yes,High,1401.26908,29.09212972,12.30949696,6,4,5,Not_Subscribed,90.81278201,7703.195502
33,5,A,South,No,Low,3275.526235,14.42465418,33.66746408,8,2,2,Not_Subscribed,83.00311261,5750.778153
37,7,B,North,No,High,3842.966722,20.08032655,26.16125259,4,3,8,Not_Subscribed,116.6067163,14151.67908
33,6,D,East,No,Medium,3820.62827,6.99287683,32.02280408,6,0,6,Not_Subscribed,82.87832348,5719.58087
24,1,D,South,Yes,Medium,2846.520609,22.07785714,29.82105023,6,2,3,Subscribed,101.4313247,10357.83119
58,3,D,West,Yes,Low,808.064237,28.31416772,20.23599951,1,1,2,Not_Subscribed,90.44685106,7611.712766
31,4,D,East,Yes,Medium,2170.008223,19.39163132,29.54745698,7,1,2,Not_Subscribed,109.5795965,12394.89913
60,4,B,East,Yes,Medium,4643.449738,8.152883059,17.66898695,6,0,4,Not_Subscribed,106.6732421,11668.31053
43,3,B,West,Yes,Medium,3130.020094,19.54303819,43.90972358,5,1,11,Subscribed,120.7507989,15187.69972
43,7,C,South,Yes,High,2922.493745,24.15868033,16.44029655,3,2,4,Not_Subscribed,89.79967202,7449.918006
31,9,B,West,No,Low,1709.840815,15.16041341,28.04214729,7,4,6,Not_Subscribed,94.60250129,8650.625324
24,4,B,East,No,Low,2158.02014,26.9959437,19.57728412,4,5,1,Subscribed,80.42472568,5106.181421
50,3,D,South,Yes,Low,4529.057401,21.21707383,35.70421173,2,1,5,Not_Subscribed,91.1141348,7778.5337
43,4,B,North,Yes,Medium,3499.083714,27.48122296,26.68568629,7,2,5,Not_Subscribed,107.5460099,11886.50247
62,4,D,East,No,High,4043.24162,20.58763278,24.8133328,5,2,5,Not_Subscribed,115.1397723,13784.94308
37,6,A,North,No,Low,2544.554404,8.2821993,38.53201545,8,2,2,Subscribed,81.55669352,5389.173379
20,3,A,West,No,High,3336.112488,12.74229278,30.29430592,7,0,5,Subscribed,117.3921184,14348.0296
21,10,A,South,Yes,Low,1617.726239,10.04487371,35.16644446,5,3,5,Not_Subscribed,127.1127572,16778.18929
43,5,A,West,No,Medium,3674.573736,27.72066244,20.18674063,4,2,5,Not_Subscribed,108.2686981,12067.17452
28,5,A,North,No,Low,2424.206002,24.01000168,15.95183056,3,1,4,Subscribed,137.5359163,19383.97906
19,3,A,East,No,Low,2491.454817,21.90995922,31.07207962,9,4,4,Subscribed,84.52421602,6131.054004
31,2,A,South,No,Medium,3421.950461,12.52415799,26.81153645,4,0,4,Not_Subscribed,75.10690593,3776.726483
61,7,D,West,No,Medium,4713.262797,9.601119301,36.26434672,8,4,4,Not_Subscribed,64.42559502,1106.398755
47,5,D,North,Yes,Low,788.0285597,23.9112772,29.20091547,4,4,2,Not_Subscribed,129.9208862,17480.22156
29,4,D,North,Yes,High,4211.344568,16.85394865,32.05075339,2,1,2,Subscribed,113.0873131,13271.82828
43,6,D,East,No,Medium,1815.723997,10.6447388,13.7661747,2,1,5,Subscribed,98.88830658,9722.076645
61,5,B,North,Yes,Low,2497.637545,20.41554945,48.8843694,5,1,5,Subscribed,105.5993725,11399.84313
50,4,B,South,Yes,Medium,598.6099795,6.008346303,28.35758015,8,4,6,Subscribed,100.91255216895318,10193.947060490147
30,7,C,North,No,High,1854.70735,13.15425635,36.9758697,5,0,4,Subscribed,148.9150396,22228.7599
31,4,B,East,Yes,Low,2761.840592,16.71392486,21.6390833,6,2,5,Not_Subscribed,102.5844236,10646.10591
41,2,D,West,Yes,Low,752.7923481,8.698958353,33.08009902,3,2,2,Not_Subscribed,102.1878959,10546.97397
51,3,D,South,No,High,2709.930782,29.61636194,16.97155236,5,2,6,Not_Subscribed,114.5153325,13628.83312
61,8,A,West,No,High,4671.99783,10.22743411,34.52067838,8,4,0,Subscribed,109.6201846,12405.04616
43,5,A,West,Yes,Low,974.2694815,8.258828251,26.44025916,4,4,5,Not_Subscribed,104.4776805,11119.42012
38,6,C,North,Yes,High,3939.983276,10.08837185,30.29190504,5,4,3,Subscribed,84.19051089,6047.627723
45,2,B,North,Yes,High,2343.51974,24.22652833,36.9797403,1,2,2,Subscribed,109.4293671,12357.34179
53,3,D,East,No,Low,3448.281715,15.63764148,17.67459689,5,4,8,Not_Subscribed,137.6404899,19410.12248
57,3,B,North,Yes,Medium,1671.064691,19.13539849,23.15508269,6,3,4,Not_Subscribed,126.9084009,16727.10023
19,7,C,North,Yes,High,1217.715181,5.525228925,34.57324281,3,2,6,Not_Subscribed,131.8637325,17965.93313
59,5,A,West,No,Medium,1222.081764,5.860782714,50.98221475,6,4,4,Not_Subscribed,89.77568647,7443.921618
26,2,D,South,Yes,Medium,817.2137554,16.14563875,28.61917665,5,2,2,Not_Subscribed,80.20790359,5051.975899
40,2,A,North,No,Medium,1335.410172,25.41638108,35.91136118,5,2,7,Subscribed,97.4842616,9371.0654
32,7,D,South,Yes,High,3488.987232,27.13097197,28.9302853,6,1,5,Subscribed,101.1144982,10278.62456
30,8,A,North,No,Low,4467.607753,7.16766419,49.42245595,6,2,2,Subscribed,121.8838304,15470.95759
40,4,A,North,Yes,Low,4163.565585,18.45907755,12.52778333,7,0,5,Not_Subscribed,66.15070741,1537.676851
34,4,C,East,Yes,Low,3583.104394,27.83074216,30.94621045,6,2,13,Not_Subscribed,130.5910064,17647.7516
19,4,B,North,No,Low,996.9433853,14.69931886,13.74455966,5,1,2,Not_Subscribed,96.83984203,10193.947060490147
37,3,A,East,No,Low,1801.343508,25.73914579,4.934284295,6,1,3,Not_Subscribed,91.4623786,7865.59465
37,4,D,West,No,Low,1894.130939,8.34239136,32.97462053,6,3,4,Subscribed,79.75791249,4939.478124
63,6,B,South,No,Medium,1624.806259,28.38486224,31.39497796,5,3,6,Not_Subscribed,66.90286656,1725.716641
20,5,B,North,No,Medium,2817.525469,23.78558294,27.15163062,10,2,6,Not_Subscribed,116.4634117,14115.85292
29,5,A,East,No,Medium,2909.992167,28.53335982,28.9380591,4,3,1,Not_Subscribed,101.4663593,10193.947060490147
57,3,A,West,No,High,2105.986888,21.91543084,60.98299434,8,2,2,Not_Subscribed,74.20078201,3550.195501
19,6,A,North,Yes,High,2092.051214,14.0850983,27.41824862,6,2,4,Not_Subscribed,74.09842456,3524.60614
53,4,B,East,Yes,High,4228.500191,28.45452931,35.10124361,4,1,3,Subscribed,93.28430601,8321.076504
31,2,C,East,Yes,Low,4051.817817,11.88916941,23.5063518,5,2,5,Not_Subscribed,133.3804305,18345.10763
33,5,A,West,Yes,Medium,1885.081243,13.30431305,32.95232575,4,0,6,Not_Subscribed,94.80817297,8702.043243
36,7,B,North,Yes,High,4612.047997,22.52021045,27.61766325,6,1,5,Not_Subscribed,69.93714094,2484.285234
51,8,B,North,Yes,Medium,4787.667577,24.13290749,25.89481517,2,2,4,Subscribed,95.08513872,8771.28468
61,0,D,South,Yes,Low,1970.341439,28.2350871,48.18898532,2,1,4,Not_Subscribed,94.54552861,8636.382151
63,5,A,North,No,Medium,2094.91227,10.12006023,41.77184963,9,1,3,Subscribed,46.06226714,-3484.433215
23,4,C,East,Yes,Low,2775.35369,24.94995088,31.36746647,1,3,5,Subscribed,98.91410267,9728.525667
30,6,D,South,No,High,4735.043656,23.46365133,6.957880641,3,3,6,Not_Subscribed,95.3813094,8845.327349
53,4,A,South,Yes,Low,4443.437449,6.594863906,26.38990777,4,3,2,Not_Subscribed,113.9241273,13481.03182
39,7,D,North,No,Low,961.5558316,14.68057853,57.03027564,3,2,6,Not_Subscribed,136.9791219,19244.78047
35,2,A,South,Yes,Medium,2267.288345,12.06913643,27.69338333,2,4,3,Not_Subscribed,122.5313006,15632.82515
29,3,D,East,Yes,Low,2990.170354,12.61226061,41.03217572,6,2,3,Subscribed,94.62222619,8655.556547
47,3,C,East,Yes,High,2764.096126,29.57367199,44.41942402,2,2,4,Subscribed,77.86948183,4467.370456
57,5,D,West,Yes,High,1372.383806,21.06943534,32.18963916,7,1,1,Subscribed,151.4671961,22866.79902
24,6,D,East,No,Low,4364.67547,22.94190394,21.58178368,10,1,4,Subscribed,101.1843687,10193.947060490147
49,9,D,West,Yes,Medium,3546.233523,29.41544093,5.646876682,1,1,0,Not_Subscribed,100.2785858,10193.947060490147
36,6,A,South,No,High,4270.587687,14.43004456,36.84163209,2,1,3,Not_Subscribed,99.51749826,9879.374564
23,7,A,West,Yes,High,4364.439257,25.04600421,21.85243997,4,1,4,Subscribed,103.9616952,10990.4238
37,2,C,North,Yes,Low,3867.601341,15.86327408,31.76150452,4,3,4,Subscribed,97.11279176,9278.19794
44,2,D,West,Yes,Low,2476.447706,26.7383418,17.5017966,8,2,2,Subscribed,88.52675986,7131.689966
60,8,B,North,Yes,High,3247.460398,9.516438533,27.3476246,6,0,6,Subscribed,89.06282118,7265.705294
54,8,D,South,No,Low,1221.644328,28.69215443,30.33719055,2,2,4,Not_Subscribed,99.3449346,9836.233649
24,8,B,West,No,Low,3531.404379,10.46929271,32.68593581,6,1,5,Subscribed,89.13150458,7282.876144
22,7,B,East,No,High,1306.639651,13.15551267,18.85177813,8,2,5,Subscribed,85.74308435,6435.771087
28,6,D,North,Yes,Medium,3622.773157,23.90480585,41.96910949,8,2,3,Subscribed,102.1286046,10532.15114
32,2,B,South,Yes,Medium,1533.191723,14.84387854,24.03105215,2,4,2,Subscribed,94.90045565,8725.113913
20,7,B,East,Yes,High,1028.980851,20.20528442,13.2553054,5,5,5,Not_Subscribed,130.0798598,17519.96494
22,6,D,North,Yes,Low,1243.780206,16.11433753,28.9097658,4,1,3,Subscribed,46.98060383,-3254.849042
40,5,A,South,No,High,508.9646085,23.55924843,30.34375309,3,0,12,Subscribed,100.91255216895318,15457.53426
54,6,D,South,No,High,3734.32828,10.70828131,31.60589433,8,1,5,Subscribed,124.9217038,16230.42596
26,4,C,East,No,Low,3795.804721,6.461449681,43.62132404,3,4,2,Subscribed,58.53219535,-366.951162
32,4,B,South,Yes,Medium,2817.200075,12.49823494,27.63551163,7,2,4,Subscribed,93.14624812,8286.56203
20,4,C,West,No,Medium,1226.132605,16.85771662,28.80380376,2,1,5,Not_Subscribed,92.57118268,8142.79567
46,5,B,South,Yes,Low,875.9945188,9.200501305,18.96815619,1,1,6,Subscribed,71.84976611,2962.441526
23,4,A,North,No,High,586.080349,13.86993224,38.20553503,5,4,1,Subscribed,100.91255216895318,6110.916562
34,7,B,North,No,Low,1245.866796,14.99957546,31.84309064,4,2,3,Subscribed,77.78848309,4447.120773
43,2,D,North,No,High,4508.849907,6.434796092,25.79972273,4,1,6,Subscribed,135.0454089,18761.35222
38,4,B,West,No,Low,1586.915788,19.5826812,10.95325307,4,2,6,Not_Subscribed,118.7135679,14678.39197
25,1,C,East,Yes,Low,2094.220972,27.1085857,44.44412195,3,2,3,Not_Subscribed,125.4311019,16357.77547
38,6,D,West,Yes,Medium,974.0546802,8.793572824,17.72320036,0,5,4,Not_Subscribed,114.4334413,13608.36032
28,1,C,West,No,Medium,1500.625871,19.94520034,24.08721991,2,3,2,Subscribed,77.41896458,4354.741144
55,6,A,West,No,Low,2836.510569,21.61848012,33.58344511,3,4,3,Not_Subscribed,89.50959467,7377.398669
25,6,C,South,Yes,Low,3234.887074,15.48336701,18.03442071,4,1,3,Subscribed,109.7874912,12446.87281
59,0,C,East,No,Medium,1604.085414,22.52743968,15.06490222,2,2,3,Not_Subscribed,75.55744382,3889.360956
41,6,C,South,No,High,759.7947165,15.26828859,8.760524173,6,2,5,Not_Subscribed,114.2599686,13564.99215
52,1,D,West,No,Medium,2259.647911,17.6159322,37.20996953,5,0,3,Not_Subscribed,95.19349204,8798.373009
31,4,A,North,Yes,High,1553.915169,5.183826114,24.54813755,1,1,1,Not_Subscribed,92.50358385,8125.895962
31,6,A,West,Yes,Medium,1487.992655,22.29300285,59.27270092,8,0,5,Subscribed,114.2191994,13554.79984
27,7,A,East,No,Medium,4819.382612,21.53356697,20.05644934,6,3,4,Not_Subscribed,108.8852662,12221.31656
29,6,C,North,No,High,3273.352187,5.960021933,20.78548977,1,3,3,Not_Subscribed,92.78067668,8195.169171
55,3,D,East,Yes,Low,3005.952994,14.20625268,24.3460703,9,1,3,Subscribed,123.1865961,15796.64902
61,7,D,West,Yes,Medium,2370.987966,29.47579602,32.43134655,3,0,5,Not_Subscribed,78.37873345,4594.683362
63,6,D,East,Yes,Medium,2430.2495,15.51841406,25.29796661,9,1,7,Not_Subscribed,112.3187121,13079.67803
51,5,C,South,Yes,Medium,2934.072517,17.54863513,36.12332214,4,2,4,Not_Subscribed,111.8620252,12965.50629
58,7,A,North,Yes,Low,3633.934132,27.74825395,20.2141161,3,1,4,Subscribed,93.80907121,8452.267803
27,4,C,East,Yes,Medium,3659.657433,22.9315469,16.18408282,7,0,5,Subscribed,106.5226604,11630.66511
34,7,D,North,Yes,Low,1272.622585,19.55175328,12.01785261,5,2,4,Not_Subscribed,74.97772847,3744.432118
34,1,C,North,Yes,Medium,2750.507384,24.94511703,7.764258321,6,5,1,Not_Subscribed,118.4805404,14620.1351
20,2,B,West,No,High,2353.811428,26.60915666,24.81930981,3,0,1,Subscribed,96.30195727,9075.489318
48,2,A,West,No,Medium,4417.371348,16.42220179,26.99019688,7,2,6,Subscribed,89.54553959,7386.384897
18,6,A,North,Yes,Medium,3341.385145,16.87770912,23.68562973,5,3,4,Not_Subscribed,120.9801845,15245.04613
29,8,D,East,No,Low,2896.268299,14.65127339,42.43405797,8,2,3,Subscribed,85.91312619,6478.281547
56,6,C,North,Yes,Low,1019.27589,29.1676535,42.2803021,7,2,2,Not_Subscribed,71.83077407,2957.693518
21,0,D,West,No,Low,3225.370502,22.42915636,26.65197013,3,2,7,Subscribed,68.86741653,2216.854132
59,10,C,East,Yes,High,1027.417576,7.080576655,12.06078887,5,2,2,Subscribed,112.120199,13030.04976
30,2,B,North,Yes,High,2017.42959,26.57399058,24.33294892,9,3,3,Not_Subscribed,74.39141295,3597.853238
51,5,A,West,No,Low,1142.788842,17.01399852,24.00178606,5,1,3,Not_Subscribed,135.0958836,18773.97091
59,8,A,North,No,High,3614.331412,6.718847661,23.42865038,6,6,3,Not_Subscribed,58.36141184,-409.6470394
38,5,C,North,No,Low,1428.134512,18.74293138,23.02281096,4,2,5,Subscribed,133.9291274,10193.947060490147
39,4,A,North,No,High,2263.367179,15.42910697,23.46537104,6,4,3,Not_Subscribed,104.2203493,11055.08734
21,3,C,East,No,Low,4530.536499,26.94373512,26.13458384,6,1,4,Not_Subscribed,98.06573776,9516.434441
35,7,D,West,Yes,Low,1419.423725,10.09986509,23.64458901,5,2,4,Subscribed,89.10161826,7275.404566
22,7,B,West,Yes,High,2785.122788,25.66161524,32.08322509,6,1,7,Subscribed,107.9827223,11995.68057
36,3,C,South,Yes,Medium,2386.722475,18.94221728,33.60368716,4,2,4,Not_Subscribed,99.24730595,10193.947060490147
19,3,B,North,No,Low,581.5581847,6.36525758,20.89354913,4,1,0,Subscribed,100.91255216895318,15516.50941
29,2,D,North,Yes,Low,4067.411511,29.29613253,42.71065326,7,7,5,Not_Subscribed,102.284553,10571.13824
34,2,D,South,Yes,Medium,810.7065784,17.8153811,20.19937698,7,2,5,Subscribed,103.0060352,10751.50881
27,7,D,North,No,Low,2634.147594,12.27192136,13.82199386,5,0,3,Subscribed,92.72775576,8181.938939
51,4,C,East,Yes,Low,3023.052327,16.73517105,33.80778071,3,1,5,Subscribed,98.86108753,9715.271881
23,1,B,South,No,High,3327.919055,26.44644459,21.82591866,3,4,5,Subscribed,106.1560354,11539.00884
25,3,B,West,No,Medium,3598.842332,12.62257811,33.21291471,3,3,5,Not_Subscribed,65.79663215,1449.158037
28,10,A,North,Yes,Low,1639.725726,9.816909912,5.963313989,2,0,4,Subscribed,73.03629156,3259.072889
29,3,C,West,Yes,Low,544.904495,8.226781173,43.92455941,6,1,2,Not_Subscribed,100.91255216895318,13716.32047
26,6,A,North,No,Medium,3755.496481,12.44648496,36.72293408,3,0,1,Subscribed,103.4173088,10854.32719
19,4,A,South,No,Medium,2910.454697,24.50120218,14.99523451,3,3,1,Not_Subscribed,96.32033327,9080.083318
25,5,C,West,Yes,High,4262.529664,16.79065913,15.21222876,11,3,5,Not_Subscribed,100.3686787,10092.16967
28,3,A,North,Yes,High,4196.247633,10.68704009,46.72265904,4,2,2,Subscribed,106.9516341,11737.90853
53,7,A,East,Yes,High,4294.967755,9.15462499,22.62620097,10,0,1,Not_Subscribed,89.20480639,7301.201598
27,5,A,South,Yes,Low,2682.92597,13.31823691,21.65815151,8,2,3,Not_Subscribed,84.43390549,6108.476373
38,2,D,North,Yes,Medium,2001.327781,28.49810932,7.339479059,3,3,3,Not_Subscribed,103.9169051,10193.947060490147
37,6,C,North,No,High,4062.011912,13.57566781,26.49221794,7,1,4,Not_Subscribed,80.43254445,5108.136112
25,3,D,North,No,Medium,2530.823509,29.7031019,27.72280385,5,3,6,Not_Subscribed,108.1650551,12041.26378
53,2,A,South,Yes,Low,1325.489884,17.13076139,37.15493097,3,4,8,Not_Subscribed,65.94832792,1487.081979
46,7,A,North,Yes,Low,4347.383088,9.479097957,16.00921572,5,4,3,Subscribed,120.5831127,15145.77819
