department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
sweing,Tuesday,12,0.8,15.26,1029,2040,50,0,0,0,35,0.800259023
sweing,Tuesday,9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103
sweing,Tuesday,11,0.7,25.31,946,5760,60,0,0,0,54,0.700513566
sweing,Tuesday,6,0.7,18.79,913,4020,30,0,0,0,33.5,0.700184577
sweing,Tuesday,8,0.7,24.26,1363,6660,0,0,0,0,55.5,0.586465465
sweing,Tuesday,7,0.7,24.26,1639,6720,0,0,0,0,56,0.541517857
sweing,Tuesday,5,0.6,30.1,415,6960,0,0,0,0,58,0.415172414
sweing,Wednesday,2,0.8,22.52,1263,6900,100,0,0,0,57.5,1.05028058
sweing,Wednesday,3,0.8,22.52,968,6840,113,0,0,0,57,1.000230409
sweing,Wednesday,10,0.8,22.52,1108,6720,113,0,0,0,56,0.999995238
sweing,Wednesday,1,0.8,22.52,1532,6900,88,0,0,0,57.5,0.900147246
sweing,Wednesday,12,0.8,15.26,1094,4080,38,0,0,0,34,0.800401961
sweing,Wednesday,9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218
sweing,Wednesday,6,0.7,18.79,941,3360,30,0,0,0,33,0.700710417
sweing,Wednesday,7,0.7,24.26,1471,6960,0,0,0,0,58,0.700612069
sweing,Wednesday,11,0.7,10.05,1042,6120,60,0,0,0,53,0.700278846
sweing,Wednesday,8,0.7,29.12,1248,6840,0,0,0,0,57,0.700135088
sweing,Wednesday,5,0.65,30.1,326,5820,0,90,10,0,58.5,0.650834808
sweing,Wednesday,4,0.35,30.1,287,6060,23,150,15,0,55.5,0.350706422
sweing,Thursday,2,0.8,22.52,1300,6780,113,0,0,0,56.5,1.000446018
sweing,Thursday,1,0.8,22.52,1485,6900,113,0,0,0,57.5,1.000018551
sweing,Thursday,10,0.8,22.52,1039,6720,113,0,0,0,56,0.999995238
sweing,Thursday,3,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965
sweing,Thursday,12,0.8,15.26,1083,720,38,0,0,0,34,0.800612676
sweing,Thursday,9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218
sweing,Thursday,11,0.75,10.05,668,2520,34,0,0,0,26,0.7504
sweing,Thursday,6,0.7,18.79,766,2760,30,0,0,0,33,0.700079032
sweing,Thursday,5,0.7,30.1,557,6960,0,0,0,0,58,0.562212644
sweing,Thursday,7,0.07,24.26,1608,6960,0,0,0,0,58,0.522844828
sweing,Thursday,4,0.5,30.1,417,6360,23,0,0,1,53,0.500720126
sweing,Thursday,8,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708
sweing,Saturday,2,0.8,22.52,1186,6900,113,0,0,0,58,1.000018551
sweing,Saturday,3,0.8,22.52,1060,6840,100,0,0,0,57,0.950185965
sweing,Saturday,1,0.8,22.52,1534,6780,88,0,0,0,57,0.900135693
sweing,Saturday,10,0.8,22.52,1142,6720,88,0,0,0,56,0.900129762
sweing,Saturday,12,0.8,15.26,1021,4080,63,0,0,0,34,0.800401961
sweing,Saturday,9,0.8,29.12,829,6960,50,0,0,0,58,0.799963218
sweing,Saturday,6,0.75,18.79,813,1560,34,0,0,0,33,0.750520115
sweing,Saturday,11,0.75,10.05,677,3240,45,0,0,0,27,0.750027778
sweing,Saturday,7,0.7,24.26,658,6960,0,270,45,0,58,0.662270115
sweing,Saturday,4,0.6,30.1,486,6780,30,0,0,1,57,0.600224189
sweing,Saturday,5,0.7,30.1,687,7500,0,0,0,0,59,0.545657673
sweing,Saturday,8,0.7,24.26,652,6840,0,300,37,0,57,0.365318713
sweing,Sunday,2,0.8,22.52,1233,6900,113,0,0,0,57.5,1.000018551
sweing,Sunday,10,0.8,22.52,1388,6720,88,0,0,0,56,0.9008
sweing,Sunday,1,0.8,22.52,1615,6780,88,0,0,0,56.5,0.900135693
sweing,Sunday,3,0.8,22.52,1283,6720,88,0,0,0,56,0.900129762
sweing,Sunday,12,0.8,15.26,1026,2880,63,0,0,0,34,0.800355208
sweing,Sunday,9,0.8,29.12,909,6960,50,0,0,0,58,0.799963218
sweing,Sunday,6,0.75,18.79,670,3960,34,0,0,0,33,0.75065101
sweing,Sunday,11,0.75,10.05,629,3240,45,0,0,0,27,0.750027778
sweing,Sunday,5,0.7,30.1,754,7020,0,0,0,0,58.5,0.700618234
sweing,Sunday,4,0.65,30.1,712,6780,44,0,0,1,56.5,0.568259587
sweing,Sunday,7,0.7,24.26,148,6960,0,0,0,0,58,0.355534483
sweing,Sunday,8,0.7,24.26,154,6840,0,0,0,0,57,0.353259649
sweing,Monday,10,0.8,22.52,1127,120,88,0,0,0,56,0.9008
sweing,Monday,1,0.8,22.52,1506,3600,70,0,0,0,57,0.900509044
sweing,Monday,2,0.8,22.52,1413,360,70,0,0,0,57,0.900477825
sweing,Monday,12,0.8,15.26,970,4080,63,0,0,0,34,0.800401961
sweing,Monday,3,0.8,22.52,1271,5400,50,0,0,0,57,0.800161172
sweing,Monday,9,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218
sweing,Monday,4,0.7,30.1,767,3300,50,0,0,1,57,0.790003236
sweing,Monday,11,0.75,10.05,103,0,45,0,0,0,54,0.750648148
sweing,Monday,5,0.7,30.1,773,7020,40,0,0,0,58,0.700618234
sweing,Monday,6,0.75,18.79,708,4080,0,0,0,0,34,0.612517157
sweing,Monday,7,0.35,30.1,842,6960,0,0,0,1,58,0.350301724
sweing,Monday,8,0.35,30.1,901,6960,0,0,0,1,58,0.350301724
sweing,Tuesday,10,0.8,22.52,1268,0,88,0,0,0,56,0.90063244
sweing,Tuesday,1,0.8,22.52,1546,0,88,0,0,0,57,0.90047076
sweing,Tuesday,3,0.8,22.52,813,0,88,0,0,0,57,0.90047076
sweing,Tuesday,2,0.8,22.52,1512,0,88,0,0,0,57,0.899984058
sweing,Tuesday,9,0.8,29.12,1263,2160,38,0,0,0,58,0.8008
sweing,Tuesday,12,0.8,15.26,900,4080,50,0,0,0,34,0.800401961
sweing,Tuesday,6,0.75,18.79,640,2400,0,0,0,0,34,0.750797009
sweing,Tuesday,11,0.8,10.05,13,3240,34,0,0,0,54,0.750648148
sweing,Tuesday,5,0.75,30.1,855,7020,45,0,0,0,58,0.750356125
sweing,Tuesday,4,0.7,30.1,855,7020,40,0,0,1,58,0.700618234
sweing,Tuesday,7,0.5,30.1,1025,6960,23,0,0,1,58,0.500801724
sweing,Tuesday,8,0.5,30.1,1061,6960,30,0,0,1,58,0.393548851
sweing,Wednesday,2,0.8,22.52,1557,0,90,0,0,0,57.5,1.000344928
sweing,Wednesday,1,0.8,22.52,1498,0,113,0,0,0,57,1.000065789
sweing,Wednesday,10,0.8,22.52,598,0,75,0,0,0,56,0.850364583
sweing,Wednesday,6,0.8,18.79,656,3480,38,0,0,0,34,0.800947475
sweing,Wednesday,12,0.8,15.26,854,4080,50,0,0,0,34,0.800401961
sweing,Wednesday,9,0.8,29.12,609,3240,50,0,0,0,58,0.800144144
sweing,Wednesday,5,0.75,30.1,788,7380,56,0,0,0,59.5,0.750406233
sweing,Wednesday,8,0.6,30.1,1069,4560,30,0,0,1,58,0.714410494
sweing,Wednesday,4,0.7,30.1,667,5940,40,0,0,1,59.5,0.700588406
sweing,Wednesday,7,0.6,30.1,829,3360,23,0,0,1,58,0.600070513
sweing,Wednesday,3,0.8,22.52,11,6840,0,0,0,1,57,0.536901754
sweing,Wednesday,11,0.35,11.41,434,3240,0,0,0,1,52,0.507903226
sweing,Thursday,1,0.8,22.52,1397,0,138,0,0,0,57,1.100483918
sweing,Thursday,2,0.8,22.52,1327,0,113,0,0,0,57.5,1.000344928
sweing,Thursday,12,0.8,15.26,894,4080,50,0,0,0,34,0.800401961
sweing,Thursday,5,0.75,30.1,610,7080,56,0,0,0,59,0.750799435
sweing,Thursday,6,0.8,18.79,779,3960,0,0,0,0,33,0.688017677
sweing,Thursday,4,0.7,30.1,419,7080,0,0,0,1,59,0.637711864
sweing,Thursday,7,0.65,30.1,909,7080,0,0,0,1,59,0.535677966
sweing,Thursday,11,0.5,11.41,1039,2280,0,0,0,2,55,0.50012336
sweing,Thursday,9,0.8,29.12,14,6960,0,0,0,0,58,0.497885057
sweing,Thursday,8,0.65,30.1,1193,7080,0,0,0,1,59,0.463403955
sweing,Thursday,10,0.8,22.52,10,6000,0,0,0,0,50,0.441392
sweing,Thursday,3,0.35,30.1,770,6960,0,0,0,1,58,0.350301724
sweing,Saturday,1,0.8,22.52,1416,6840,113,0,0,0,57,1.000230409
sweing,Saturday,12,0.8,15.26,942,4080,63,0,0,0,34,0.800401961
sweing,Saturday,2,0.8,22.52,674,3660,63,0,0,0,57,0.80037492
sweing,Saturday,4,0.75,30.1,481,7140,0,0,0,1,59,0.750392157
sweing,Saturday,5,0.75,30.1,664,7140,56,0,0,0,59,0.750392157
sweing,Saturday,8,0.7,30.1,824,5160,0,0,0,1,60,0.700206125
sweing,Saturday,7,0.7,30.1,957,7200,0,0,0,1,60,0.602
sweing,Saturday,11,0.6,11.41,1039,2280,23,0,0,2,55,0.600447507
sweing,Saturday,6,0.8,18.79,822,4080,0,0,0,0,34,0.557252451
sweing,Saturday,3,0.5,30.1,1261,6960,30,0,0,1,58,0.500801724
sweing,Sunday,1,0.8,22.52,1420,6840,113,0,0,0,57,1.000230409
sweing,Sunday,12,0.8,15.26,1120,1440,50,0,0,0,34,0.800806306
sweing,Sunday,5,0.8,30.1,679,7140,0,0,0,0,59.5,0.722568627
sweing,Sunday,7,0.7,30.1,881,7080,0,0,0,1,59,0.700632768
sweing,Sunday,8,0.7,30.1,507,5880,40,2,10,1,59,0.700573099
sweing,Sunday,6,0.75,18.79,814,4080,0,0,0,0,34,0.681598039
sweing,Sunday,11,0.65,11.41,700,2640,23,0,0,2,53,0.650223718
sweing,Sunday,4,0.75,30.1,919,7140,0,0,0,1,59.5,0.598627451
sweing,Sunday,3,0.6,30.1,1361,6960,30,0,0,1,58,0.475718391
sweing,Sunday,2,0.8,22.52,12,6900,0,0,0,0,57.5,0.432122899
sweing,Sunday,9,0.5,18.79,1688,5280,0,0,0,1,54,0.283054487
sweing,Monday,1,0.8,22.52,1422,6840,113,0,0,0,57,1.000230409
sweing,Monday,3,0.65,30.1,1263,600,63,0,0,1,58,0.802243319
sweing,Monday,5,0.8,30.1,461,0,0,0,0,0,59,0.800980392
sweing,Monday,12,0.8,15.26,1079,3720,38,0,0,0,34,0.800312375
sweing,Monday,6,0.75,18.79,895,3960,0,0,0,0,33,0.75065101
sweing,Monday,4,0.75,30.1,912,7020,0,0,0,1,58,0.750356125
sweing,Monday,7,0.7,30.1,784,600,30,0,0,1,59,0.700459889
sweing,Monday,8,0.7,30.1,7,7080,27,2,10,2,59,0.621971751
sweing,Monday,11,0.7,11.41,680,2160,30,0,0,2,54,0.565972222
sweing,Monday,10,0.6,18.22,1131,5280,0,0,0,1,44,0.35542803
sweing,Monday,9,0.6,18.79,2103,5400,0,0,0,1,54,0.329964879
sweing,Tuesday,1,0.8,22.52,1445,6840,113,0,0,0,57,1.000230409
sweing,Tuesday,12,0.8,15.26,1133,4080,38,0,0,0,34,0.800401961
sweing,Tuesday,6,0.75,18.79,726,3360,0,0,0,0,33,0.750621354
sweing,Tuesday,4,0.75,30.1,849,7020,45,0,0,1,58,0.750356125
sweing,Tuesday,7,0.7,30.1,562,840,30,0,0,1,59,0.700888203
sweing,Tuesday,11,0.7,11.41,1054,3420,30,0,0,2,56,0.700614035
sweing,Tuesday,3,0.7,30.1,1422,6960,50,0,0,1,58,0.700603448
sweing,Tuesday,5,0.8,30.1,680,7140,0,0,0,0,59,0.653431373
sweing,Tuesday,9,0.65,18.79,2120,5520,0,0,0,1,51,0.650134
sweing,Tuesday,8,0.6,29.4,179,0,23,5,30,2,58,0.600982906
sweing,Tuesday,2,0.5,30.33,838,6720,0,0,0,1,56,0.361071429
sweing,Tuesday,10,0.65,18.22,741,0,0,8,35,1,49,0.302117347
sweing,Wednesday,11,0.7,11.41,685,3360,30,0,0,2,56,0.8211125
sweing,Wednesday,4,0.8,30.1,864,480,50,0,0,1,58,0.800980392
sweing,Wednesday,5,0.8,30.1,511,0,0,0,0,0,59,0.800980392
sweing,Wednesday,12,0.8,15.26,1095,4080,63,0,0,0,34,0.800401961
sweing,Wednesday,1,0.8,22.52,1374,3960,63,0,0,0,57,0.800279693
sweing,Wednesday,6,0.75,18.79,759,3960,34,0,0,0,33,0.75065101
sweing,Wednesday,7,0.75,30.1,553,2280,45,0,0,1,59,0.75053268
sweing,Wednesday,3,0.7,30.1,1057,0,40,0,0,1,58,0.700603448
sweing,Wednesday,9,0.7,18.79,1587,4560,30,0,0,1,51,0.70009573
sweing,Wednesday,2,0.6,30.33,868,6840,0,0,0,1,57,0.328131579
sweing,Wednesday,10,0.7,19.68,1119,5640,0,8,35,1,47,0.303574468
sweing,Wednesday,8,0.65,29.4,962,4560,0,4.5,30,2,57,0.251399254
sweing,Thursday,12,0.8,15.26,1126,1080,38,0,0,0,34,0.800711494
sweing,Thursday,1,0.8,22.52,265,3840,63,0,0,0,57,0.800470513
sweing,Thursday,4,0.8,30.1,859,7020,63,0,0,1,58.5,0.800094017
sweing,Thursday,5,0.8,30.1,276,600,63,3.5,15,0,59.5,0.799982853
sweing,Thursday,6,0.75,18.79,899,3960,56,0,0,0,33,0.75065101
sweing,Thursday,3,0.7,30.1,247,6960,50,0,0,1,58,0.700603448
sweing,Thursday,11,0.7,11.41,653,3480,30,0,0,2,58,0.700540441
sweing,Thursday,8,0.7,29.4,1116,6240,0,0,0,2,57,0.7
sweing,Thursday,9,0.7,18.79,1603,6120,30,0,0,1,51,0.638614379
sweing,Thursday,7,0.75,30.1,444,0,0,5,20,1,59,0.611140537
sweing,Thursday,2,0.65,30.33,841,6840,0,0,0,1,57,0.585315789
sweing,Thursday,10,0.7,19.68,1410,5760,0,0,0,1,48,0.249416667
sweing,Sunday,12,0.8,15.26,1103,4080,63,0,0,0,34,0.800401961
sweing,Sunday,4,0.8,30.1,922,5820,63,0,0,1,59,0.80000295
sweing,Sunday,6,0.75,18.79,1055,3960,45,0,0,0,33,0.75065101
sweing,Sunday,8,0.7,29.4,1146,6840,40,0,0,2,57,0.700614035
sweing,Sunday,2,0.7,30.33,746,6840,0,0,0,1,57,0.700605263
sweing,Sunday,11,0.75,11.41,834,3480,0,0,0,2,58,0.672140805
sweing,Sunday,9,0.7,18.79,1717,3240,30,0,0,1,57,0.627011183
sweing,Sunday,3,0.7,30.1,1041,8160,33,0,0,2,58,0.626577778
sweing,Sunday,10,0.7,21.25,1531,6000,0,0,0,1,50,0.456875
sweing,Sunday,7,0.75,30.1,627,6960,0,3.5,20,1,58,0.393548851
sweing,Sunday,5,0.8,30.1,450,5700,0,4.5,25,0,60,0.307501459
sweing,Monday,12,0.8,15.26,1060,4080,63,0,0,0,34,0.800401961
sweing,Monday,4,0.8,30.1,891,7140,38,0,0,1,59,0.800137255
sweing,Monday,5,0.8,30.1,541,7140,38,0,0,0,59,0.800137255
sweing,Monday,7,0.75,30.1,709,6960,45,0,0,1,58,0.750770115
sweing,Monday,6,0.75,18.79,1100,3960,45,0,0,0,33,0.75065101
sweing,Monday,11,0.75,11.41,826,2820,0,0,0,2,58,0.750293939
sweing,Monday,2,0.7,30.33,577,2160,30,0,0,1,58,0.700623
sweing,Monday,8,0.7,29.4,1094,6840,40,0,0,2,57,0.700614035
sweing,Monday,3,0.7,29.4,1228,6960,30,0,0,2,58,0.700362069
sweing,Monday,9,0.7,18.79,1641,6000,40,0,0,1,50,0.60128
sweing,Monday,10,0.7,21.25,1583,6000,0,0,0,1,50,0.417916667
sweing,Tuesday,12,0.8,15.26,1062,4080,50,0,0,0,34,0.800401961
sweing,Tuesday,5,0.8,30.1,450,7140,50,0,0,0,60,0.800137255
sweing,Tuesday,4,0.8,30.1,901,6480,50,0,0,1,59,0.800071839
sweing,Tuesday,7,0.75,30.1,739,5640,45,0,0,1,59,0.750727326
sweing,Tuesday,6,0.75,18.79,913,3360,45,0,0,0,33,0.75065101
sweing,Tuesday,11,0.75,11.61,698,3360,34,0,0,2,57,0.750437269
sweing,Tuesday,3,0.75,29.4,1172,5340,45,0,0,2,60,0.750176991
sweing,Tuesday,2,0.7,30.33,408,1680,30,0,0,1,59,0.700623
sweing,Tuesday,8,0.7,29.4,1079,4560,40,0,0,2,58,0.700518519
sweing,Tuesday,9,0.7,18.79,1068,3000,30,0,0,1,52,0.700256795
sweing,Tuesday,10,0.7,21.25,1834,6360,0,0,0,1,53,0.471108491
sweing,Tuesday,1,0.6,22.53,708,5040,0,0,0,1,42,0.268214286
sweing,Wednesday,9,0.75,18.79,1085,6240,56,0,0,1,52,0.970816667
sweing,Wednesday,4,0.8,30.1,323,4080,50,0,0,1,59,0.800808642
sweing,Wednesday,12,0.8,15.26,1053,4080,50,0,0,0,34,0.800401961
sweing,Wednesday,7,0.8,30.1,786,7080,50,0,0,2,59,0.800115819
sweing,Wednesday,6,0.75,18.79,1003,3960,45,0,0,1,33,0.75065101
sweing,Wednesday,11,0.75,11.61,635,3360,45,0,0,0,57,0.750503571
sweing,Wednesday,3,0.75,29.4,1283,6960,45,0,0,2,58,0.750206897
sweing,Wednesday,8,0.7,29.4,847,6960,30,0,0,1,58,0.700362069
sweing,Wednesday,2,0.7,30.33,361,3960,30,0,0,1,58,0.700069811
sweing,Wednesday,10,0.7,21.82,1653,6240,0,0,0,2,52,0.700058333
sweing,Wednesday,5,0.8,30.1,15,1200,49,0,0,1,59,0.598792339
sweing,Wednesday,1,0.65,22.53,762,5040,0,0,0,1,42,0.581130952
sweing,Thursday,7,0.8,30.1,694,4080,50,0,0,1,59,0.800808642
sweing,Thursday,11,0.8,11.61,816,2820,50,0,0,2,57,0.800516667
sweing,Thursday,12,0.8,15.26,1065,4080,63,0,0,0,34,0.800401961
sweing,Thursday,6,0.75,18.79,912,3960,45,0,0,0,33,0.75065101
sweing,Thursday,3,0.75,29.4,1244,6840,45,0,0,2,57,0.750473684
sweing,Thursday,9,0.75,18.79,1020,5640,45,0,0,1,52,0.750371895
sweing,Thursday,8,0.75,29.4,916,6960,56,0,0,2,58,0.750206897
sweing,Thursday,10,0.7,21.82,1591,3240,0,0,0,1,52,0.700251773
sweing,Thursday,2,0.7,30.33,398,6960,0,0,0,1,58,0.66237931
sweing,Thursday,4,0.8,30.1,437,7080,32,0,0,2,59,0.495617514
sweing,Thursday,5,0.35,27.48,413,6840,38,0,0,1,57,0.449964912
sweing,Thursday,1,0.35,26.66,1164,6600,23,0,0,2,55,0.378895152
sweing,Saturday,11,0.8,11.61,954,0,50,0,0,2,58,0.800779018
sweing,Saturday,12,0.8,15.26,1194,1700,62,0,0,0,34,0.800260821
sweing,Saturday,7,0.8,30.1,644,840,38,0,0,1,59,0.799982853
sweing,Saturday,3,0.75,29.4,1144,4440,45,0,0,2,57,0.750716981
sweing,Saturday,6,0.75,18.79,1012,3960,45,0,0,0,33,0.75065101
sweing,Saturday,8,0.75,29.4,792,4560,56,0,0,2,58,0.750425926
sweing,Saturday,9,0.75,18.79,841,6240,45,0,0,1,52,0.750395513
sweing,Saturday,10,0.7,21.82,1448,6120,40,0,0,1,51,0.700236601
sweing,Saturday,2,0.7,30.33,512,4560,0,0,0,1,58,0.700211111
sweing,Saturday,5,0.5,27.48,609,6840,30,0,0,1,57,0.550403509
sweing,Saturday,1,0.5,26.66,1448,6840,30,0,0,2,57,0.550349708
sweing,Saturday,4,0.5,26.66,556,6960,23,0,0,2,58,0.500258046
sweing,Sunday,12,0.8,15.26,1106,4080,63,0,0,0,34,0.800401961
sweing,Sunday,8,0.75,29.4,622,6240,56,0,0,0,57,0.75075
sweing,Sunday,6,0.75,18.79,1193,3960,45,0,0,0,33,0.75065101
sweing,Sunday,3,0.75,29.4,1143,6840,45,0,0,0,57,0.750473684
sweing,Sunday,9,0.75,18.79,895,6240,34,0,0,0,52,0.750395513
sweing,Sunday,5,0.6,27.48,549,6720,38,0,0,0,56,0.707446429
sweing,Sunday,10,0.7,21.82,1393,5640,30,0,0,0,52,0.700236601
sweing,Sunday,1,0.6,26.66,1578,6840,38,0,0,0,57,0.700019883
sweing,Sunday,2,0.7,30.33,254,1800,0,0,0,0,58,0.683550607
sweing,Sunday,11,0.8,11.61,347,0,50,4,20,0,57,0.682433036
sweing,Sunday,4,0.6,26.66,692,6840,23,0,0,0,57,0.600239766
sweing,Sunday,7,0.8,30.1,934,6960,0,3.5,15,0,58,0.579511494
sweing,Monday,1,0.65,26.66,1527,6840,65,0,0,0,57,0.800579532
sweing,Monday,12,0.8,15.26,1035,4080,63,0,0,0,34,0.800401961
sweing,Monday,11,0.8,11.61,632,0,50,0,0,0,57,0.800309211
sweing,Monday,3,0.8,29.4,1231,4680,50,0,0,0,57,0.800149813
sweing,Monday,7,0.8,30.1,616,7080,0,0,0,0,59,0.800115819
sweing,Monday,6,0.75,18.79,947,2880,34,0,0,0,33,0.750797009
sweing,Monday,8,0.75,29.4,551,6840,45,0,0,0,57,0.750473684
sweing,Monday,9,0.75,18.79,935,6240,45,0,0,0,52,0.750395513
sweing,Monday,4,0.65,26.66,832,6780,55,0,0,0,57,0.750254867
sweing,Monday,5,0.65,27.48,544,6720,34,0,0,0,56,0.700903571
sweing,Monday,10,0.7,21.82,1511,3600,30,0,0,0,51,0.70013604
sweing,Tuesday,11,0.8,11.41,601,0,50,0,0,0,56,0.800701754
sweing,Tuesday,1,0.7,26.66,1562,6960,60,0,0,0,58,0.800566092
sweing,Tuesday,12,0.8,15.26,983,4080,50,0,0,0,34,0.800401961
sweing,Tuesday,3,0.8,29.4,1156,6840,50,0,0,0,57,0.800333333
sweing,Tuesday,7,0.8,30.1,29,7080,50,0,0,0,59,0.800115819
sweing,Tuesday,4,0.7,26.66,950,6960,50,0,0,0,58,0.750770115
sweing,Tuesday,8,0.75,29.4,534,6840,56,0,0,0,57,0.750473684
sweing,Tuesday,9,0.75,18.79,1096,6240,34,0,0,0,52,0.750395513
sweing,Tuesday,6,0.75,20.2,402,3120,45,0,0,0,33,0.750212553
sweing,Tuesday,5,0.7,27.48,573,6840,30,0,0,0,57,0.700659649
sweing,Tuesday,10,0.7,21.82,1313,5040,30,0,0,0,51,0.699984417
sweing,Tuesday,2,0.4,15.28,157,5400,0,6.5,30,1,45,0.30277037
sweing,Wednesday,11,0.8,11.41,433,0,38,0,0,0,56,0.800701754
sweing,Wednesday,12,0.8,15.26,961,4080,50,0,0,0,34,0.800401961
sweing,Wednesday,3,0.8,29.4,1169,6840,63,0,0,0,57,0.800333333
sweing,Wednesday,7,0.8,30.1,874,3960,50,0,0,0,59,0.800055762
sweing,Wednesday,4,0.7,26.82,1028,6960,60,0,0,0,58,0.799975862
sweing,Wednesday,1,0.7,26.82,1772,6960,50,0,0,0,58,0.750651724
sweing,Wednesday,9,0.75,18.79,1206,6240,34,0,0,0,52,0.750395513
sweing,Wednesday,5,0.7,27.48,586,6960,40,0,0,0,58,0.700424138
sweing,Wednesday,10,0.7,21.82,1334,5760,30,0,0,0,53,0.700058333
sweing,Wednesday,8,0.8,29.4,30,6840,0,0,0,0,57,0.433263158
sweing,Wednesday,2,0.5,15.28,261,5520,0,0,0,1,46,0.404144928
sweing,Wednesday,6,0.75,18.79,52,3960,0,0,0,0,33,0.332146465
sweing,Thursday,11,0.8,11.41,455,3420,50,0,0,0,56,0.800701754
sweing,Thursday,3,0.8,29.4,797,1800,63,0,0,0,57,0.800534979
sweing,Thursday,12,0.8,15.26,959,4080,50,0,0,0,34,0.800401961
sweing,Thursday,1,0.7,26.82,1373,6960,50,0,0,0,58,0.750651724
sweing,Thursday,9,0.75,18.79,1228,6240,45,0,0,0,52,0.750395513
sweing,Thursday,4,0.7,26.82,1117,7080,50,0,0,0,59,0.750050847
sweing,Thursday,5,0.7,27.48,230,6960,40,0,0,0,58,0.700424138
sweing,Thursday,10,0.7,21.82,1390,6000,30,0,0,0,50,0.700422
sweing,Thursday,2,0.6,15.28,529,1320,0,0,0,1,46,0.600099145
sweing,Thursday,7,0.8,30.1,834,1200,0,4,40,0,59,0.366053523
sweing,Thursday,6,0.35,22.53,1450,2640,0,0,0,1,39,0.26369382
sweing,Saturday,12,0.8,15.26,986,4080,75,0,0,0,34,0.850520588
sweing,Saturday,1,0.7,26.82,1267,8160,70,0,0,0,58,0.850045
sweing,Saturday,4,0.7,26.82,1195,6960,60,0,0,0,58,0.800746552
sweing,Saturday,3,0.8,29.4,983,6840,63,0,0,1,57,0.800578947
sweing,Saturday,11,0.8,11.41,471,3420,50,0,0,0,58,0.800034503
sweing,Saturday,9,0.75,18.79,1226,3480,45,0,0,0,51,0.749987124
sweing,Saturday,10,0.7,21.82,1251,6000,30,0,0,0,50,0.700422
sweing,Saturday,2,0.65,16.1,626,4200,0,0,0,1,45,0.65024031
sweing,Saturday,6,0.5,23.41,1379,2280,0,0,0,1,39,0.500528095
sweing,Saturday,5,0.7,27.48,541,6960,24,0,0,1,58,0.408960345
sweing,Sunday,4,0.75,26.82,1082,6840,65,0,0,0,57,0.850084211
sweing,Sunday,1,0.75,26.82,1254,6960,65,0,0,0,58,0.85007069
sweing,Sunday,3,0.8,30.1,1278,3360,50,0,0,1,57,0.800511068
sweing,Sunday,12,0.8,15.26,1064,4080,63,0,0,0,34,0.800401961
sweing,Sunday,11,0.8,11.41,313,3420,50,0,0,0,58,0.800034503
sweing,Sunday,9,0.75,18.79,1239,5640,45,0,0,0,52,0.750371895
sweing,Sunday,10,0.7,21.82,1335,6000,30,0,0,0,50,0.700422
sweing,Sunday,2,0.7,16.1,928,4800,30,0,0,1,45,0.700106061
sweing,Sunday,6,0.6,23.41,1266,2520,23,0,0,1,38,0.601037091
sweing,Sunday,8,0.6,30.48,869,6720,0,0,0,1,56,0.600528571
sweing,Sunday,5,0.5,26.82,711,7080,23,0,0,1,59,0.500033898
sweing,Monday,4,0.75,26.82,1079,7020,65,0,0,0,58,0.850446154
sweing,Monday,1,0.75,26.82,1322,7140,65,0,0,0,59,0.850426891
sweing,Monday,3,0.8,30.1,964,5160,50,0,0,1,58,0.800842424
sweing,Monday,12,0.8,15.26,1132,4080,63,0,0,0,34,0.800401961
sweing,Monday,11,0.8,11.41,357,3420,50,0,0,0,58,0.800034503
sweing,Monday,9,0.75,18.79,1193,6240,45,0,0,0,52,0.750395513
sweing,Monday,2,0.7,16.1,817,5520,30,0,0,1,45,0.700516224
sweing,Monday,10,0.7,21.82,1576,6000,30,0,0,0,50,0.700422
sweing,Monday,6,0.65,23.41,1262,4560,35,0,0,1,38,0.650962281
sweing,Monday,8,0.65,30.48,953,6720,26,0,0,1,56,0.650421429
sweing,Monday,5,0.6,26.82,919,7080,23,0,0,1,59,0.600040678
sweing,Monday,7,0.5,30.48,1161,6600,0,0,0,1,55,0.500610909
sweing,Tuesday,1,0.75,26.82,1574,7080,75,0,0,0,59,0.900061017
sweing,Tuesday,4,0.75,26.82,1104,5880,65,0,0,0,59,0.850084211
sweing,Tuesday,12,0.8,15.26,1069,4080,63,0,0,0,34,0.800401961
sweing,Tuesday,3,0.8,30.1,756,6960,63,0,0,1,58,0.800071839
sweing,Tuesday,11,0.8,11.41,338,3420,50,0,0,0,58,0.800034503
sweing,Tuesday,10,0.75,21.82,1499,6000,34,0,0,0,50,0.750608
sweing,Tuesday,9,0.75,18.79,1247,6240,45,0,0,0,52,0.750395513
sweing,Tuesday,8,0.7,30.48,923,6840,30,0,0,1,57,0.700505263
sweing,Tuesday,6,0.7,23.41,1180,4560,30,0,0,1,38,0.700246491
sweing,Tuesday,2,0.7,16.1,957,5400,40,0,0,1,45,0.700051852
